HeaderID,ProjectName,OngoingInitiation,DiscontinuedDate,CompletionDate,ActualProjectCost,FundingSource,ProjectDescriptionText,NonPointProject,PointProject,ProjectLatitude,ProjectLongitude
650,Pitching in to Protect Rosie's Habitat,2002,0,0,"$4,181.00",Keep Pinellas Beautiful,A program to educate public and private elementary school students about the effects of urban litter on estuaries.,0,0,27.662673,-82.215645
649,Educational signs for portable display,2002,0,0,NA,NA,Educational signs will be created for a portable display to take to Manatee County events.  Display is designed to inform and recruit citizens to become involved with Keep Manatee Beautiful.,0,0,27.59344,-82.675961
648,Seagrass Community Stewardship: Developing Grassroots Leadership,2002,0,0,"$6,255.00",Eckerd College,A volunteer corps will be trained to provide extensive monitoring and analysis of seagrass habitat after the completion of the Ft. DeSoto tidal exchange restoration project.,0,0,27.662673,-82.215645
647,Brooker Creek Preserve preservation project,2002,0,0,"$7,397.00",Friends of Brooker Creek Preserve,Restoration of disturbed areas at Brooker Creek Preserve.  Native species will be planted along with an educational butterfly garden exhibit.,0,0,28.012172,-82.609611
646,Artificial oyster reef installation,2001,0,0,"$7,290.00",Bayshore Beautiful Homeowners Assoc.,"Creation and installation of artificial reef balls at a section of Bayshore Blvd. to reduce wave erosion and create habitat for fish, mussels, and crabs.  One hundred and twenty seven (127)  reef balls were installed in March 2003.",0,0,28.012172,-82.609611
645,Junior Master Gardener (JMG) program,2001,0,0,"$1,316.00",Hills. County Coop. Extension Service,A program to teach horticultural and environmental science.  Includes a youth handbook and teacher guide.  At the end of the cirriculum the children participate in a community environmental service project.,0,0,27.79,-82.442
644,Boca Ciega Bay Boaters Guide,2001,0,0,"$4,750.00",St. Pete. Audubon/Audubon of Fla.,"Creation of a boaters guide specific to Boca Ciega Bay.  Guide will highlight boat ramps, canoe and kayak launch sites and boating speed zones.",0,0,27.826351,-82.752508
643,Boaters and Anglers Environmental Service Centers,2001,0,0,"$3,600.00",Keep Manatee Beautiful,Fifteen service Centers at local boat rams will be expanded and updated with new information of environmentally friendly responsible boating.  Kiosks will feature maps and trash bags.,0,0,27.59344,-82.675961
642,Tampa Bay: Species of Concern,2001,0,0,"$7,500.00",The Pier Aquarium,Tampa Bay: Species of Concern - a new exhibit focusing on endangered animals found in Tampa Bay.  An exhibit housed at the Aquarium in addition to companion education materials provided at the Education Station for adults and children.,0,0,27.79,-82.442
641,Manatee and seagrass awareness program,2001,0,0,"$5,000.00",Cockroach Bay Users Group (CBUG),Production of educational materials designed to teach boaters how to operate safely in areas of Cockroach Bay frequented by manatees.  Materials will be distributed by CBUG volunteers at local boat rams and marinas.,0,0,28.019236,-82.21548
640,Eco-Neighborhood program,2001,0,0,"$2,695.00",St. Pete. Audubon Society,"Members of St. Pete. Audubon will teach urban neighborhoods how to enhance backyard wildlife and protect local bird nesting colonies.  Program includes a slide show, reference notebook and nature hike.",0,0,27.79,-82.442
639,Global Rivers Environmental Educational Network (GREEN),2001,0,0,"$80,440.00","Suncoast Earth Force $40,220",Pinellas Co. students will learn the importance of watersheds and use their newfound knowledge to implement a bay improvement project of their choice.  Awarded mini-grants in 2001 and 2002.,0,0,27.662673,-82.215645
638,Art-O-Fishal Fun camp program,2001,0,0,NA,Florida Aquarium,At-risk students from Title I schools will attend a week-long camp blending art and science with hands-on field trips on Tampa Bay.  At the end of the camp student artwork will be displayed at the Tampa Museum of Art. Grant awarded 2 years,0,0,28.019236,-82.21548
637,Remotely Operated Vehicles (ROVs),2001,0,0,"$2,755.42",Hillsborough Community College,Junior and senior high school students participating on field trips led by HCC scientists will assemble a ROV and use it to explore Tampa Bay from a new perspective - under the water.,0,0,28.019236,-82.21548
636,Production of a portable display,2000,0,0,$550.00,Lowry Park Zoo,Creation of a portable display informing citizens about manatee rescue and salvage operations.,0,0,27.79,-82.442
635,Brochure explaining proper hook removal technique,2000,0,0,"$2,100.00","Save Our Seabirds, Inc.","Production of a brochure explaining the proper technique for removing hook and line safely from seabirds. Production and distribution of 25,000 brochures.",0,0,27.79,-82.442
634,Install environmentally friendly plants at Philippe Park,2000,0,0,"$2,500.00",Pinellas Native Plant Society,Replace existing St. Augustine grass covering the Indian mound at Philippe Park with environmentally friendly plants. Planted over 350 native plants including native sod.,0,0,28.012172,-82.609611
633,Air potato removal and field trips - Spud Busters,2000,0,0,"$19,455.00",Around the Bend Nature Tours,"Funds used to finance field trips for middle school age children to Emerson Point Park.  Students will learn to identify native and exotic plant species, remove exotic air potato plants and take a nature walk. Awarded a grant in 2000, 2001, and 2002.",0,0,27.59344,-82.675961
632,Purchase replacement costumes,2000,0,0,"$2,000.00",Museum of Science and Industry,"Purchase replacement costumes for the Marine Gang, and environmetal troupe.  Supported the creation of five new costume characters.",0,0,27.59344,-82.675961
631,Brazilian Pepper removal,2000,0,0,"$1,380.00",Tampa Baywatch,Purchase tools and equipment that will be used by community volunteers to remove Barzilian pepper trees throughout the bay area.,0,0,27.79,-82.442
630,Navigational buoys for Cockroach Bay,2000,0,0,"$4,900.00",Cockroach Bay Users Group (C-BUG),Purchase of navigational buoys to be installed at Cockroach Bay to protect seagrasses from boat propeller damage.,0,0,28.019236,-82.21548
629,Creation and installation of artifical reef balls,2000,0,0,"$3,010.00",Admiral Farragut Academy,Students located at the school will build and install artificial reef balls to create habitat for marine life along seawalls.,0,0,27.79,-82.442
628,Update Frog Listening Network field identification cards and other related activities,2000,0,0,"$2,200.00",Hills. River Greenways Task Force,Funds used to update field identification cards used to train volunteers who participate in the Frog Listening Network.,0,0,27.79,-82.442
627,Brazilian pepper removal along Rocky Creek,2000,0,0,"$1,000.00",Town 'N Country Homeowners Assoc.,For equipment and supplies to remove Brazilian pepper trees from a public greenway along Rocky Creek.  The group removed 250 Brazilian pepper trees.,0,0,28.012172,-82.609611
626,Inner City Outings program,2000,0,0,"$1,280.00",Sierra  Club of Tampa Bay,The program offers inner-city children an opportunity of participate in outdoor experiences and environmental service projects.  Nearly 40 children and chaperones participated in the outings program.,0,0,27.79,-82.442
625,Creation of workbook and slide show to monitor and improve water quality at a local lake,1999,0,0,$750.00,Independent Day School of Tampa,Workbook and slideshow will be used to describe students' efforts to monitor and improve water quality at a lake near the school.  Work products will be shared with students at other schools.,0,0,28.019236,-82.21548
624,GIS maps showing white ibis feeding areas and isolated wetlands,1999,0,0,"$5,000.00",Tampa Audubon Society,Maps created to show locations of isolated wetlands that serve as important feeding grounds for white ibis and other species. Project will include an educational campaign targeted to landowners.,0,0,27.79,-82.442
623,"Video showcasing Cockroach Bay, Bishop's Harbor and Terra Ceia Bay",1999,0,0,"$5,000.00",Andrea Brunais and Hills. Govt. TV,"Production of a video showcasing environmentally important areas such as Cockroach Bay, Bishop's Harbor and Terra Ceia Bay.  To be aired on government access and potentially public TV.",0,0,27.79,-82.442
622,Installation of fish cleaning stations,1999,0,0,"$5,000.00",TBRPC,Fish cleaning stations were not installed. Project was changed to install informational signs and creation of brochures educating general public about the dangers of feeding birds and proper hook removal techniques.,0,0,28.012172,-82.609611
621,Emerson Point Nature Center video and field trips,1999,0,0,"$5,000.00",Manatee/Sarasota Fish and Game Assoc. and Manatee School Board,"Production of a video on the natural and cultural history of Emerson Point, to be shown to schoolkids prior to field trips to the property.  Video will also be show in the Nature Center as an introduction to the area.",0,0,27.547346,-82.58009
620,Community Environmental workdays associated with Pinellas County's Millennium Celebration,1999,0,0,"$3,000.00",Pinellas County Coop. Ext. Service,Community environmental workdays associated with Pinellas County's Millennium Celebration.  Funding will purchase native plants and materials needed for volunteer habitat restoration projects.,0,0,27.79,-82.442
619,Outdoor Educational Displays along Bayshore Drive,1999,0,0,"$1,900.00",City of Safety Harbor Rec. Dept.,Construction and installation of two outdoor educational displays for the city greenway along Bayshore Drive.,0,0,28.012172,-82.609611
618,Stormwater Education Campaign including survey,1999,0,0,"$3,000.00",Neighbors Against Stormwater Pollution (NASP),Survey of residents in Culbreath Isles to assess quantities of fertilizer and lawn care chemicals being used.  Utilization of survey results as the foundation of a neighborhood stormwater education campaign to improve water quality.,0,0,27.79,-82.442
616,Interactive Educational Exhibit on Frogs,1999,0,0,"$5,000.00",Florida Aquarium and Hills. River Greenways Task Force,"Development of an interactive educational exhibit on frogs and their importance as biological indicators.  In addition to the permanent exhibit, Aquarium volunteers will recruit and train interested residents to participate in the Frog Listening Network.",0,0,27.79,-82.442
615,Canoe/Kayak Trail at Cockroach Bay,1999,0,0,NA,NA,Creation of a canoe/kayak trail at Cockroach Bay.,0,0,27.662673,-82.215645
614,Hands-On learning programs at Camp Bayou,1999,0,0,"$5,000.00",Ruskin Community Development Foundation Bay Mini-Grant 1999,Purchase educational materials for two hands-on learning programs at the Camp Bayou Environmental Center.,0,0,28.019236,-82.21548
613,Nest Boxes and Nature Walks,1999,0,0,"$5,000.00",Audubon Resource Center at Lettuce Lake Park - Bay Mini Grant 1999,"A hands-on learning program for 75 kids fromeconomically disadvantaged neighborhoods along urban Hills. River. Kids will create and install nest boxes, and take a nature walk.",0,0,28.019236,-82.21548
612,Hillsborough Bay Boaters Guide,1999,0,0,"$3,200.00",Concerned Citizens of Gibsonton Bay Mini grant 1999,Development and distribution of a localized Boaters Guide to Hillsborough Bay.,0,0,28.019236,-82.21548
611,Informational Kiosk,1998,0,0,"$3,500.00",Egmont Key Alliance Bay Mini Grant 1998,"A large kiosk on Egmont Key chronicling the history, geology and environmental threats facing this island.  Project never completed.",1,1,27.59344,-82.675961
610,Promotion of environmentally friendly operating practices,0,0,0,"$3,000.00",Marine Industries Association of Greater Tampa Bay 1998 Bay Mini-Grant,Workshops promoting environmentally friendly practices for marinas and boatyards.  Project never completed.,0,0,27.79,-82.442
609,Regional Oceans Conference for students (ROCS),1998,0,0,"$6,700.00",Florida Aquarium,A one-day teleconference on bay issues that will pair middle school students with local scientists to discuss and develop solutions to problems facing Tampa Bay. Awarded in 1998 and 2000.,0,0,27.79,-82.442
608,Tampa Bay Walks the Talk,1998,0,0,"$3,000.00",Pier Aquarium of St. Petersburg Bay Mini-Grant 1998,"An interactive, self-guided trail that features stations on water quality, recycling, water conservation and wildlife of Tampa Bay.",0,0,27.79,-82.442
607,Shoreline restoration,2001,1998,0,"$7,500.00",St. Paul's School (1998 project discontinued),"project discontinued in 1998 due to permit and other issues.
Shoreline restoration at Allen's Creek.",0,0,27.662673,-82.215645
606,Creation of kiosks,1998,0,0,"$3,000.00",Keep Manatee Beautiful - 1998 Bay Mini-Grant,Construction of five (5) informational kiosks at boat ramps and waterfront parks in Manatee County.  Kiosks will provide environmentally friendly boating practices and trash bags.,0,0,27.59344,-82.675961
605,"Portable ""Suitcase"" Exhibits on manatees and estuaries",1998,0,0,"$4,000.00",FDEP/FMRI Bay Mini-Grant 1998,"Development of portable ""suitcase"" exhibits on manatees and the Tampa Bay Estuary.  Suitcases will contain videos, classroom activities and teaching guides loaned to teachers in Pinellas, Hillsborough and Manatee Counties.",0,0,27.79,-82.442
604,Fishing line recycling program,1998,0,0,"$3,000.00",C-BUG - 1998  Bay Mini-Grant,A fishing line recycling program in Cockroach Bay that will provide recycling bins at local bait shops and boat ramps and individual recycling containers that anglers can carry on their boats.,0,0,28.019236,-82.21548
603,Tampa Bay Beach Buddies,1998,0,0,"$5,000.00","USF Marine Science, Tampa Bay Parrotheads and Marketing Works",A classroom program to help educate students about the environmental hazards of marine debris.  Program includes a poster with classroom activities and internet site.,0,0,27.79,-82.442
602,Water quality monitoring and improvement,1998,0,0,$750.00,"Bay Mini-Grant 1998
Independent Day School of Tampa",Creation of a slide show and worksbook describing students' efforts to monitor and improve water quality at a lake near their school.  The slide program and workbook will be shared with students at other schools.,0,0,28.019236,-82.21548
600,Lake Egypt Improvement Project,2001,0,0,"$322,942.00",NA,Evaluation of stormwater pollution to the lake and various pollution control devices and development of a stormwater model for the sub-basin.,1,1,28.01186,-82.49221
599,Shallow Irrigation Well Rebate project,0,0,0,NA,Utilities Department,potable reduction project,0,0,27.79,-82.442
596,Seven projects to reduce flooding in Hillsborough County,0,0,0,"$980,000.00",NA,"projects include a variety of flood control, stormwater collection, water quality treatment, land acquisition projects.  None are targeted at specific water quality improvements.",0,0,28.019236,-82.21548
595,Household Hazardous Waste Brochure,2000,0,0,NA,NA,NA,0,0,27.79,-82.442
594,Virtual Watershed Excursion,2000,0,0,NA,NA,NA,0,0,27.79,-82.442
592,Desalination Plant - Apollo Beach,2001,0,0,"$110,000,000.00",$85M - cost represents 90% of construction cost only paid by SWFWMD.,Seawater desalination at Big Bend Power Plant.,0,0,28.019236,-82.21548
591,Hillsborough Lake Management Program (LaMP),2000,0,0,"$240,000.00",NULL,"Program provides technical assistance to lake owners to develop scientifically sound management strategies and 
improve water quality. Also funds Lakewatch to have increased presence and provide technical advice.",1,1,28.019236,-82.21548
590,Efficient Irrigation Rebate Project,0,0,0,"$187,500.00",NA,NA,0,0,28.019236,-82.21548
589,Water Conservation - Toilet Rebates,1999,0,0,"$2,600,000.00",NA,NA,0,0,27.79,-82.442
588,Quality of Water Improvement Program (QWIP),0,0,0,"$32,000.00",NA,Artesian wells have a detrimental inpact on District's water sources and must be properly plugged.  This project provides funding assistance to landowners to come into compliance with the statue.,0,0,27.79,-82.442
587,Partnership Agreement to Resolve Water Supply Problems,0,0,0,"$183,000,000.00",$183M to develop alternative water sources; $90M for water conservation projects.,"The Northern Tampa Bay New Water Supply and Groundwater Withdrawl Reductioon Agreement provides for the development of new and alterntative water supply sources;  38 mgd of new water supply by Dec. 31, 2002 and a total of 85 mgd by Dec. 31, 2007.",0,0,27.79,-82.442
586,Revised Minimum Flows and Levels (MFL) and Recovery Plan for Priority Water Bodies in the Tampa Bay,0,0,0,NA,NA,NA,0,0,27.79,-82.442
585,Green Swamp Conservation Easement,0,0,0,"$5,300,000.00",NA,NA,0,0,28.019236,-82.21548
583,Temple Terrace Stormwater Retrofit,0,2005,0,"$367,560.00",NA,Project is the same as Broadway Outfall ID# 601.  Delete this project.,1,0,28.019236,-82.21548
582,Race Track Road Stormwater Improvement (Double Branch Creek Improvements),0,2005,2003,"$949,656.00",NA,Project provides flood protection and waer quality improvements and natural system benefits.,1,0,28.012172,-82.609611
581,Community Education Grants,0,0,0,"$132,500.00",NA,Offers up to $5K in grant funds to groups or individuals who will help others learn more about protecting water resources in their neighborhood.,0,0,27.79,-82.442
580,Water Resources Education Programs for Public Schools,0,0,0,NA,NA,The Florida Aquarium's Water Resources Community Education & Outreach Program focuses on educating youth and teachers about regional water resources and watersheds.,0,0,27.79,-82.442
579,Bullfrog Creek Restoration Project (Balm Road Marsh),0,0,0,"$1,741,356.00",NA,NA,0,0,28.019236,-82.21548
578,Millennium Islands for Millennium Children,2000,0,0,"$3,220.00",NA,Planting native plant species at the 85 acre Hammock Park.,0,0,27.662673,-82.215645
577,Egmont Key Exotic Plant Control,2000,0,0,"$35,000.00",NA,Removal of invasive exotic trees and shrubs and replace with native plant speces.,0,0,27.59344,-82.675961
576,High School Wetland Nursery Program,2000,0,0,"$65,860.00",NA,Participating schools create marsh grass nurseries. Nursery-grown marsh plants and then used as part of a restoraiton project.,0,0,27.826351,-82.752508
575,Bird Colony Protection in Pinellas County,2000,0,0,"$30,400.00","AudubonFla-$15,200",A comprehensive survey and census of coastal nesting colonies in Pinellas County.,0,0,27.662673,-82.215645
574,Weekiwachee Spring - Acquisition,0,0,0,"$16,500,000.00",NA,PROJECT NOT WITHIN TAMPA BAY WATERSHED.,0,0,28.012172,-82.609611
573,Lake Seminole Watershed Pollution Reduction Project,0,2009,0,"$2,900,000.00",NULL,"The project consists of constructing up to five 
aluminum sulfate stormwater pollution management 
systems and a Lake Seminole Bypass Canal 
diversion system.",1,1,27.826351,-82.752508
572,Cross Bayou Canal two-phase watershed management plan,0,0,0,NA,no cost listed for Phase 2,"Implementing a two-phase watershed management plan.  Both phases will provide the county and the District with alternatives for stormwater infrastructure improvements, habitat restoration and water quality enhancement projects within Cross Bayou Canal.",0,0,27.826351,-82.752508
571,North Tampa Pipeline Feasibility Study,2002,0,0,"$200,000.00",NA,NA,0,0,28.019236,-82.21548
570,Hillsborough County Adopt-A-Pond,1993,0,0,"$40,000.00",Stormwater Utility,"Teaches citizens to manage ponds, reduce stormwater pollution and increases habitat.",1,1,28.019236,-82.21548
569,The Evaluation of Aquifer Storage and Recovery (ASR),0,0,0,"$179,460.00",NA,Specifically designed wells are being used to inject escess treated water during the rainy season into the underground aquifer.,0,0,27.79,-82.442
568,Celebrate! Water Conservation Summit,2002,0,0,NA,Several partners-see article attached.,Elementary school-aged students in Pinellas and Hillsborough County attend a summit focused on water conservation.,0,0,28.019236,-82.21548
567,Community Education Grants-2002,2002,0,0,"$70,000.00",NA,NA,0,0,27.79,-82.442
566,Water Conservation Project,0,0,0,"$286,000.00",NA,NA,0,0,28.019236,-82.21548
564,Port Redwing Habitat Restoration,0,0,0,NA,NA,NA,0,0,28.019236,-82.21548
563,Stevenson Creek,0,0,0,"$1,000,000.00",NA,NA,0,0,28.012172,-82.609611
562,Shell Creek Watershed Quality Improvement,0,0,0,"$1,250,000.00",SWFWMD,SWFWMD could not find information on this project.,0,0,27.826351,-82.752508
561,Phillippi Creek Septic Tank Replacement,0,0,0,"$1,500,000.00",SWFWMD,SWFWMD could not find information on this project,0,0,27.59344,-82.675961
560,Development of a 3-D Water Quality Model,2001,0,0,"$75,000.00","PCEF-$37,500, USFColl.Mar.Sci-$37,500",NA,0,0,27.79,-82.442
559,Assessing Optimal Seagrass Planting Strategies,2001,0,0,"$122,000.00","PCEF-$61,000, USF-$61,000",NA,0,0,27.79,-82.442
558,"Tampa Bay Environmental Journal, Soundings",2001,0,0,"$189,500.00","$90K in 2002; 99,500 in 2003",NA,0,0,27.79,-82.442
557,Caretta Cruiser,2001,0,0,"$57,390.00","PCEF-$28,150; ClwAquarium-$29,240",NA,0,0,28.012172,-82.609611
556,Fishing Pier Signage,2001,0,0,"$146,231.00","PCEF-$60,231; SaveOurSeabirds-$86,000",NA,0,0,27.79,-82.442
555,"A Public Education Exhibit on Invasive Species, Invaders!",2001,0,0,"$164,982.00","PCEF-$82,482; FLAquarium-$82,500; SWFWMD Basin Boards-$66,000; NOAA",NA,0,0,27.79,-82.442
554,Environmental Distance Learning,2001,0,0,"$1,535,300.00","PCEF-$465,000; Pin.Cty.-$1,070,300",NA,0,0,27.79,-82.442
553,Estuarine Research Federation Conference Student Sponsorship,2001,0,0,"$50,000.00","PCEF-$25,000; ERF/TBEP-$25,000",NA,0,0,27.79,-82.442
552,Water Walk,2001,0,0,"$100,000.00","PCEF-$50,000; PierAqu.-$50,000",NA,0,0,27.79,-82.442
551,Project Oceanography:Fish Restoration and Harmful Algal Bloom Videos,2001,0,0,"$27,377.00","PCEF-$12,081; USFColl.Mar.Sci.-$15,296",NA,0,0,27.79,-82.442
550,Clam Bayou Habitat Restoration,2000,0,0,"$120,000.00","PCEF-$30,000; SWFWMD-$30,000 for 2000
PCEF-$30,000; CityGulfport-$30,000 for 2001","This particular project is combined with Clam Bayou ""Phase 3"" as identified by SWFWMD",0,0,27.826351,-82.752508
549,Egmont Key Exotic Plant Control,2001,0,0,"$35,000.00","PCEF-$17,500; USFish&Wildlife-$17,500",NA,0,0,27.59344,-82.675961
548,Dunedin Park Restoration,2001,0,0,"$3,220.00","PCEF-$1,610; ClwMarineAqu.-$1,610",NA,0,0,28.012172,-82.609611
547,High School Wetland Nursery Program,2001,0,0,"$65,860.00","PCEF-$32,930; Tampa BayWatch-$32,930",NA,0,0,28.012172,-82.609611
546,City of Largo Coastal Habitat Restoration,2001,0,0,"$174,500.00","PCEF-$49,500; CityLargoParksRecs-$125,000",Project associated with the construction of a regional stormwater treatment facility (aluminum sulfate injection system). Largo Central Park Master Plan calls for restoration of an additional 50 acres of upland and wetland habitats.,0,0,27.826351,-82.752508
544,Exotic Plant Removal in Cockroach Bay,2001,0,0,"$49,000.00","PCEF-24,000; Hills.Co.Res.Mgmt.-$25,000",NA,0,0,27.662673,-82.215645
543,Fort DeSoto Bridge Construction,2001,0,0,"$1,600,000.00",NA,Design and construction of bridges to restore circulation to the back bays and improve ecological health.,0,0,27.59344,-82.675961
542,Tampa Bay Seagrass Restoration,2001,0,0,"$299,600.00","PCEF-$149,600",NA,0,0,28.012172,-82.609611
541,Boyd Hill Nature Park Restoration,2001,0,0,"$81,500.00","PCEF-$40,750",NA,0,0,27.662673,-82.215645
540,Exotic Plant Removal in the Tampa Bay Watershed,2001,0,0,"$95,000.00","PCEF-$30,000; Hills.Co.Res.Mgmt,-$65,000",NA,0,0,28.019236,-82.21548
539,Pinellas County Bird Conservation,2001,0,0,"$30,400.00","PCEF-$15,200; Aud.FL-$15,200",NA,0,0,27.662673,-82.215645
537,A Program to Monitor Native and Exotic Anuran Species in Pinellas County,2001,0,0,"$60,000.00","PCEF-$30,000; Hills.Riv.Grn.TaskForce-$30,000",NA,0,0,27.662673,-82.215645
536,A Comprehensive Bird Protection Program for Tampa Bay Audubon of Florida/Coastal Islands Sanctuaries,2000,0,0,"$80,000.00","PCEF-$40,000; Coastal Islands Sanct.-$40,000",NA,0,0,28.012172,-82.609611
533,Evaluation of an Oyster Reef,2002,0,0,"$95,406.00","PCEF-$42,764; USFColl.Mar.Sci-$52,642",NA,0,0,27.826351,-82.752508
532,The Effectiveness of Bycatch Reduction Devices on Crab Pots,2002,0,0,"$41,017.00","PCEF-$20,413; UofNoFla-$20,604",NA,0,0,27.79,-82.442
531,Efficacy of Regulation and Education for Influencing Boater Behavior,2002,0,0,"$109,630.00","PCEF-$39,035; FWC/FMRI-$70,595",NA,0,0,27.79,-82.442
530,Ballast Water and Invasive Aquatic Species Study,2002,0,0,"$408,794.00","PCEF-$158,251; FWC/FMRI-$250,543",NA,0,0,27.79,-82.442
529,Spud-Busting Student Field Experience,2002,0,0,"$19,560.00","PCEF-$7,200; AroundBendNatureTours-$12,360",NA,0,0,27.547346,-82.58009
528,Tampa Bay Kids Take Action,2002,0,0,"$32,300.00","PCEF-$13,000; USF Mar.Sci.-$19,300",NA,0,0,27.79,-82.442
527,Environmental Distance Learning III,2002,0,0,"$917,070.00",NA,NA,0,0,27.79,-82.442
526,Bayside Field Studies,2002,0,0,"$67,074.00","PCEF-$17,074; Fl.Aquarium-$50,000",NA,0,0,28.019236,-82.21548
525,Pinellas County Island restoration,2002,0,0,"$76,250.00","PCEF-$37,000; FDEP Coastal Aquatic-$39,250",NA,0,0,27.662673,-82.215645
524,Howard Park Beach Sea Oats,2002,0,0,"$21,506.00","PCEF-$7,700; Pin.Co.ParksDept.-$13,806",NA,0,0,28.012172,-82.609611
523,A Guide to Natural Areas in Tampa Bay,2002,0,0,"$21,730.00","PCEF-$10,000; Wildlife Fellowship-$11,730",NA,0,0,27.79,-82.442
522,Scrub-Jay Habitat Restoration,2002,0,0,"$194,350.00","PCEF-$96,350; Hills.Co.Resource Mgmt-$98,000",NA,0,0,28.019236,-82.21548
521,Recording Manatee Movements in Tampa Bay,2002,0,0,"$58,898.00","PCEF-$29,449; FWC-$29,449",NA,0,0,28.019236,-82.21548
520,Manatee and Seagrass Protection Program,2002,0,0,"$63,200.00","PCEF-$31,000; C-BUG-$32,200",NA,0,0,27.662673,-82.215645
519,Juvenile Red Drum Habitat Identification,2002,0,0,"$182,110.00","PCEF-$86,730; MOTE-$95,380",NA,0,0,28.019236,-82.21548
518,14th International Pectinid Workshop Sponsorship,2002,0,0,"$48,000.00","PCEF-$5,000; USF-$43,000",NA,0,0,27.86714745,-82.35780285
517,Colonial Waterbird Protection and Restoration,2002,0,0,"$195,320.00",for years 2003 and 2003,NA,0,0,27.86714745,-82.35780285
516,Boyd Hill Invasive Plant Removal,2002,0,0,"$600,000.00","PCEF $300,000",NA,0,0,27.662673,-82.215645
515,City of Largo Central Park Habitat Restoration/Enhancement Project,0,0,0,"$428,087.00",NA,Project has been developed in association with the construction of a regional stormwater treatment facility (aluminum sulfate injection system),0,0,27.826351,-82.752508
513,Habitat Enhancement/Restoration Project on the Lancaster Tract,0,0,0,"$503,810.00",NA,located on Allen's Creek.,0,0,27.86714745,-82.35780285
504,Lake Seminole Stormwater Unit,0,0,0,NA,NA,"The project consists of constructing a stormwater unit in the city's municipal separate storm sewer system located within the basin, which ultimately drains into Boca Ciega and Tampa Bay.",0,0,27.826351,-82.752508
503,North Greenwood Demonstration Project,0,0,0,NA,NA,PROJECT MARKED DISCONTINUED AS IT DOES NOT DRAIN TO TAMPA BAY.  PROJECT DRAINS TO STEVENSON CREEK THEN THE CLEAWATER HARBOR.,0,0,27.86714745,-82.35780285
502,Brandon Feeder Roads - Final Design and Mitigation Design at Cockroach Bay,0,0,0,NA,NA,Part of the 640-acre Cockroach Bay site.  Wetland mitigation being constructed on County ELAPP land.,0,0,28.019236,-82.21548
500,Little Manatee CWM,0,0,0,NA,NULL,"Four-Corners mine has applied for 2 NPDES 
industrial outfalls",1,1,27.662673,-82.215645
499,Clearwater Town Pond Regional Stormwater Treatment Facility,0,2006,2003,"$10,010,089.00",NA,Design and construction of a regional stormwater management facility that will provide both stormwater treatment and flood control for approx. 100 acres of downtown Clearwater.,1,0,28.012172,-82.609611
498,Big Bend - Improvement of dissolved oxygen levels,0,0,0,NA,NA,NA,0,0,28.019236,-82.21548
495,Comprehensive Plans,0,0,0,NA,NA,Hills. Co. has adopted policies into their Comprehensive Plans to incorporate our CCMP goals.,0,0,28.019236,-82.21548
493,Summary of Water Conservation Educational Programs,0,0,0,NA,NA,NA,0,0,27.86714745,-82.35780285
490,New Tampa Flatwoods - land acquisition,0,0,0,"$3,000,000.00",NA,NA,0,0,28.019236,-82.21548
489,Bahia Beach - land acquisition,0,0,0,"$656,512.00",NA,NA,0,0,28.019236,-82.21548
486,McMullen Property - Land acquisition,0,0,0,"$21,400,000.00",Penny for Pinellas,NA,0,0,28.012172,-82.609611
483,Brooker Creek Watershed Management Plan,0,0,0,NA,NA,NA,0,0,28.012172,-82.609611
481,Bayside Bridge Pond Retrofit,0,0,0,"$275,781.00",NA,Excavate and recountour Pond 5 to provide significantly more water quality treatment as well as habitat benefits through the removal of exotics and installation of desirable vegetation.,1,0,28.012172,-82.609611
478,Sawgrass Lake Improvement / Restoration,2011,0,0,"$4,089,261.00",NULL,"Site clean up and restoration including limited 
water quality monitoring program at select 
stations. 
http://www.swfwmd.state.fl.us/projects/sawgr
ass/habitat.php",1,1,27.662673,-82.215645
473,Roosevelt Creek Stormwater - Phase II,0,2009,0,NA,NA,Phase II is very similar in design and will expand Phase I.,1,0,28.012172,-82.609611
471,Joe's Creek @ 62nd Avenue,1990,0,0,NA,NULL,100+ acres purchased primarily for preservation purposes.  A small portion was purchased for drainage improvements.,1,1,27.826351,-82.752508
470,Lake Seminole clean-up,2006,0,0,"16,700,000",NULL,"850,000 cubic yards of sediment will be removed from the bottom of the lake.",1,1,27.826351,-82.752508
468,Expand and Improve Reclaimed Water System,0,0,0,NA,"City's portion $1,297,630",Expand and improve St. Petersburg's reclaimed water system by permitting and construction of a 10 MGD reclaimed water storage tank and other necessary equipment.,0,0,27.59344,-82.675961
463,STAR Water Conservation Programs,1990,0,0,NA,NA,NA,0,0,28.019236,-82.21548
462,Adding new transplant sites to encourage scallop growth,2003,0,0,NA,NULL,NULL,1,1,27.662673,-82.215645
460,Re-writing HAZMAT Annex,0,0,0,NA,NA,Participation in the Prepardness Subcommittee of the United States Coast Guard Area Committee.,0,0,27.79,-82.442
459,Artificial Reef Program,0,0,0,NA,Program began in 1986,EPCHC administers an Artificial Reef program that has created 8 permitted reefs within Tampa Bay.,0,0,28.019236,-82.21548
458,"Settlement offer from Mulberry Phosphates' insurance carrier, AIU",0,0,0,"$1,300,000.00",NA,EPCHC continues to support and develop strategies for mitigating freshwater and estuarine impacts of the Mulberry Spill.,0,0,28.019236,-82.21548
