HeaderID,Project_Name,Bay_Segment,Lead_Entity,Completion_Date,TP_Reduction_lbs_yr,TN_Reduction_lbs_yr,TSS_Reduction_lbs_yr,ProjectName,OngoingInitiation,DiscontinuedDate,CompletionDate,ActualProjectCost,FundingSource,ProjectDescriptionText,NonPointProject,PointProject,ProjectLatitude,ProjectLongitude
849,Bartow Phosphate Complex -  Enhanced Process Water Evaporation -  Nutrient Load Prevention Project,Hillsborough Bay,Mosaic,2006,NA,16600,0,"Bartow Phosphate Complex, Enhanced Process Water Evaporation, Nutrient Load Prevention Project",0,0,2006,$0.00,NULL,"Same as project ID# 848, just different time period.  TN reduction for 2001-2005 is 6,600 lbs/yr.; 2006 is 16,600",1,1,27.866425,-81.928348
850,New Stormwater Retrofit 2004,Hillsborough Bay,Kinder-Morgan/Pakhoed Dry Bulk Terminals,2005,NA,2720,NA,New Stormwater Retrofit 2004,0,0,2005,$0.00,NA,"Construction of Stormwater Retention System to contain first flush, settle solids, and attenuate nutrient discharges in contact runoff.",1,1,27.900782,-82.417799
851,Plant City Phosphate Complex -  Process Water Balance Improvements -  Prevention Project 1,Hillsborough Bay,Mosaic,1999,NA,6e3,0,"Plant City Phosphate Complex, Process Water Balance Improvements, Prevention Project",0,0,1999,$0.00,NULL,"Three projects to reduce the volume of process water generated within the phosphogypsum stack system to avoid or eliminate future potential discharge of treated water, which contains elevated nitrogen and phosphorous.",1,1,28.160614,-82.153796
852,Plant City Phosphate Complex -  Process Water Balance Improvements -  Prevention Project 2,Hillsborough Bay,Mosaic,2004,NA,6e3,0,"Plant City Phosphate Complex, Process Water Balance Improvements, Prevention Project",0,0,2004,$0.00,NULL,"Three projects to reduce the volume of process water generated within the phosphogypsum stack system to avoid or eliminate future potential discharge of treated water, which contains elevated nitrogen and phosphorous.",1,1,28.160614,-82.153796
855,Mulberry RO Process Water Treatment -  Prevention Project,Hillsborough Bay,Mosaic,2006,NA,NA,0,"Mulberry RO Process Water Treatment, Prevention Project",0,0,2006,$0.00,NULL,"Implementation of reverse osmosis treatment of 
process wastewater from the Mulberry plant to 
minimize overall nutrient loading.",1,1,27.89402,-81.973124
856,Mulberry/Bartow Regional Process Water Storage Pond and R/O Treatment,Hillsborough Bay,Mosaic,2010,NA,NA,NA,Mulberry/Bartow Regional Process Water Storage Pond and R/O Treatment,0,0,2010,$0.00,NULL,"Construct a regional lined process water storage 
impoundment and RO treatment system for the 
avoidance of treated process water discharges, 
but providing for high quality effluent if discharges 
are required.",1,1,27.89402,-81.973124
870,Hillsborough County Citrus,Middle Tampa Bay,Hillsborough County,1995,NA,295.1,NA,Hillsborough County Citrus,0,0,1995,$0.00,NA,NA,1,0,27.662673,-82.215645
871,Citrus Conversion to Micro-Irrigation,Hillsborough Bay,Hillsborough County,1995,NA,87.5,NA,Citrus Conversion to Micro-Irrigation,0,0,1995,$0.00,NA,NA,1,0,28.019236,-82.21548
872,Citrus Conversion to Micro-Irrigation,Hillsborough Bay,Hillsborough County,1995,NA,14,NA,Citrus Conversion to Micro-Irrigation,0,0,1995,$0.00,NA,NA,1,0,28.019236,-82.21548
873,Citrus Conversion to Micro-Irrigation,Middle Tampa Bay,Hillsborough County,1995,NA,6.3,NA,Citrus Conversion to Micro-Irrigation,0,0,1995,$0.00,NA,NA,1,0,27.662673,-82.215645
874,Citrus Conversion to Micro-Irrigation,Old Tampa Bay,Hillsborough County,1995,NA,15.9,NA,Citrus Conversion to Micro-Irrigation,0,0,1995,$0.00,NA,NA,1,0,28.012172,-82.609611
875,Citrus Conversion to Micro-Irrigation,Hillsborough Bay,Hillsborough County,1995,NA,109.7,NA,Citrus Conversion to Micro-Irrigation,0,0,1995,$0.00,NA,NA,1,0,28.019236,-82.21548
876,Citrus Conversion to Micro-Irrigation,Middle Tampa Bay,Hillsborough County,1995,NA,61.7,NA,Citrus Conversion to Micro-Irrigation,0,0,1995,$0.00,NA,NA,1,0,27.662673,-82.215645
877,Field and Row Crop Conversion to Micro-Irrigation,Hillsborough Bay,Hillsborough County,1995,NA,307.4,NA,Field and Row Crop Conversion to Micro-Irrigation,0,0,1995,$0.00,NA,NA,1,0,28.019236,-82.21548
878,Field and Row Crop Conversion to Micro-Irrigation,Hillsborough Bay,Hillsborough County,2000,NA,139.2,NA,Field and Row Crop Conversion to Micro-Irrigation,0,0,2000,$0.00,NA,NA,1,0,28.019236,-82.21548
879,Field and Row Crop Conversion to Micro-Irrigation,Hillsborough Bay,Hillsborough County,1995,NA,106.2,NA,Field and Row Crop Conversion to Micro-Irrigation,0,0,1995,$0.00,NA,NA,1,0,28.019236,-82.21548
880,Field and Row Crop Conversion to Micro-Irrigation,Hillsborough Bay,Hillsborough County,2000,NA,48.2,NA,Field and Row Crop Conversion to Micro-Irrigation,0,0,2000,$0.00,NA,NA,1,0,28.019236,-82.21548
881,Field and Row Crop Conversion to Micro-Irrigation,Middle Tampa Bay,Hillsborough County,1995,NA,45.9,NA,Field and Row Crop Conversion to Micro-Irrigation,0,0,1995,$0.00,NA,NA,1,0,27.662673,-82.215645
882,Field and Row Crop Conversion to Micro-irrigation,Middle Tampa Bay,Hillsborough County,2000,NA,20.7,NA,Field and Row Crop Conversion to Micro-irrigation,0,0,2000,$0.00,NA,NA,1,0,27.662673,-82.215645
883,Field and Row Crop Conversion to Micro-Irrigation,Old Tampa Bay,Hillsborough County,1995,NA,45.6,NA,Field and Row Crop Conversion to Micro-Irrigation,0,0,1995,$0.00,NA,NA,1,0,28.012172,-82.609611
884,Field and Row Crop Conversion to Micro-Irrigation,Old Tampa Bay,Hillsborough County,2004,NA,20.7,NA,Field and Row Crop Conversion to Micro-Irrigation,0,0,2004,$0.00,NA,NA,1,0,28.012172,-82.609611
885,Field and Row Crop Conversionn to Micro-Irrigation,Hillsborough Bay,Hillsborough County,1995,NA,697.7,NA,Field and Row Crop Conversionn to Micro-Irrigation,0,0,1995,$0.00,NA,NA,1,0,28.019236,-82.21548
886,Field and Row Crop Conversion to Micro-Irrigation,Hillsborough Bay,Hillsborough County,2000,NA,316.1,NA,Field and Row Crop Conversion to Micro-Irrigation,0,0,2000,$0.00,NA,NA,1,0,28.019236,-82.21548
887,Field and Row Crop Conversion to Micro-Irrigation,Middle Tampa Bay,Hillsborough County,1995,NA,229.7,NA,Field and Row Crop Conversion to Micro-Irrigation,0,0,1995,$0.00,NA,NA,1,0,27.662673,-82.215645
888,Field and Row Crop Conversion to Micro-Irrigation,Middle Tampa Bay,Hillsborough County,2000,NA,104,NA,Field and Row Crop Conversion to Micro-Irrigation,0,0,2000,$0.00,NA,NA,1,0,27.662673,-82.215645
889,Strawberry Conversion to Micro-Irrigation,Hillsborough Bay,Hillsborough County,1995,NA,612.9,NA,Strawberry  Conversion to Micro-Irrigation,0,0,1995,$0.00,NA,NA,1,0,28.019236,-82.21548
890,Strawberry Conversion to Micro-Irrigation,Hillsborough Bay,Hillsborough County,1995,NA,212,NA,Strawberry Conversion to Micro-Irrigation,0,0,1995,$0.00,NA,NA,1,0,28.019236,-82.21548
891,Strawberry Conversion to Micro-Irrigation,Middle Tampa Bay,Hillsborough County,1995,NA,91.4,NA,Strawberry Conversion to Micro-Irrigation,0,0,1995,$0.00,NA,NA,1,0,27.662673,-82.215645
892,Strawberry Conversion to Micro-Irrigation,Old Tampa Bay,Hillsborough County,1995,NA,90.8,NA,Strawberry Conversion to Micro-Irrigation,0,0,1995,$0.00,NA,NA,1,0,28.012172,-82.609611
893,Strawberry Conversion to Micro-Irrigation,Hillsborough Bay,Hillsborough County,1995,NA,1391.1,NA,Strawberry Conversion to Micro-Irrigation,0,0,1995,$0.00,NA,NA,1,0,28.019236,-82.21548
894,Strawberry Conversion to Micro-Irrigation,Middle Tampa Bay,Hillsborough County,1995,NA,457.8,NA,Strawberry Conversion to Micro-Irrigation,0,0,1995,$0.00,NA,NA,1,0,27.662673,-82.215645
895,Citrus Conversion to Micro-Irrigation,Lower Tampa Bay,Manatee County CES,1995,NA,197.4,NA,Citrus Conversion to Micro-Irrigation,0,0,1995,$0.00,NA,NA,1,0,27.59344,-82.675961
896,Citrus Conversion to Micro-Irrigation,Lower Tampa Bay,Manatee County CES,2000,NA,26.1,NA,Citrus Conversion to Micro-Irrigation,0,0,2000,$0.00,NA,NA,1,0,27.59344,-82.675961
897,Citrus Conversion to Micro-Irrigation,Middle Tampa Bay,Manatee County CES,1995,NA,6.5,NA,Citrus Conversion to Micro-Irrigation,0,0,1995,$0.00,NA,NA,1,0,27.662673,-82.215645
898,Citrus Conversion to Micro-Irrigation,Middle Tampa Bay,Manatee County CES,2000,NA,0.9,NA,Citrus Conversion to Micro-Irrigation,0,0,2000,$0.00,NA,NA,1,0,27.662673,-82.215645
899,Citrus Conversion to Micro-Irrigation,Middle Tampa Bay,Manatee County CES,1995,NA,285.8,NA,Citrus Conversion to Micro-Irrigation,0,0,1995,$0.00,NA,NA,1,0,27.662673,-82.215645
900,Citrus Conversion to Micro-Irrigation,Middle Tampa Bay,Manatee County CES,2000,NA,37.8,NA,Citrus Conversion to Micro-Irrigation,0,0,2000,$0.00,NA,NA,1,0,27.662673,-82.215645
905,Field and Row Crop Conversion to Micro-Irrigation,Lower Tampa Bay,Manatee County CES,1995,NA,219.8,NA,Field and Row Crop Conversion to Micro-Irrigation,0,0,1995,$0.00,NA,NA,1,0,27.59344,-82.675961
906,Field and Row Conversion to Micro-Irrigation,Lower Tampa Bay,Manatee County CES,2000,NA,55.2,NA,Field and Row Conversion to Micro-Irrigation,0,0,2000,$0.00,NA,NA,1,0,27.59344,-82.675961
907,Field and Row Crops to Micro-Irrigation,Middle Tampa Bay,Manatee County CES,1995,NA,52.2,NA,Field and Row Crops to Micro-Irrigation,0,0,1995,$0.00,NA,NA,1,0,27.662673,-82.215645
908,Field and Row Crop Conversion to Micro-Irrigation,Middle Tampa Bay,Manatee County CES,2000,NA,13.1,NA,Field and Row Crop Conversion to Micro-Irrigation,0,0,2000,$0.00,NA,NA,1,0,27.662673,-82.215645
909,Field and Row Crop Conversion to Micro-Irrigation ‚Äì Manatee County,Middle Tampa Bay,Manatee County CES,1995,NA,1272.3,0,"Field and Row Crop Conversion to Micro-Irrigation, Manatee County",0,0,1995,$0.00,NA,NA,1,0,27.662673,-82.215645
910,Field and Row Crop Converson to Micro-Irrigation ‚Äì Manatee County,Middle Tampa Bay,Manatee County CES,2000,NA,319.5,0,"Field and Row Crop Converson to Micro-Irrigation, Manatee County",0,0,2000,$0.00,NA,NA,1,0,27.662673,-82.215645
915,Strawberry Crop to Micro-Irrigation,Lower Tampa Bay,Manatee County CES,1995,NA,0.6,NA,Strawberry Crop to Micro-Irrigation,0,0,1995,$0.00,NA,NA,1,0,27.59344,-82.675961
916,Strawberry Crop Conversion to Micro-Irrigation,Middle Tampa Bay,Manatee County CES,1995,NA,0.2,NA,Strawberry Crop Conversion to Micro-Irrigation,0,0,1995,$0.00,NA,NA,1,0,27.662673,-82.215645
917,Strawberry Crop Conversion to Micro-Irrigation ‚Äì Manatee County,Middle Tampa Bay,Manatee County CES,1995,NA,3.8,0,"Strawberry Crop Conversion to Micro-Irrigation, Manatee County",0,0,1995,$0.00,NA,NA,1,0,27.662673,-82.215645
920,Onsite Stormwater Management System,Hillsborough Bay,Kinder-Morgan/Pakhoed Dry Bulk Terminals,1998,NA,13882,NA,Onsite Stormwater Management System,0,0,1998,$0.00,NA,"Construction of stormwater retention system to contain first flush, settle solids, and attenuate nutrient discharges in contact runoff.",1,1,27.900782,-82.417799
921,Kinder-Morgan Tampaplex Terminal (formerly  IMC Port Sutton) Elimination of Heating Water Discharge,Hillsborough Bay,Kinder-Morgan/Pakhoed Dry Bulk Terminals,2005,NA,18200,0,"Kinder-Morgan Tampaplex Terminal (formerly, IMC Port Sutton) Elimination of Heating Water Discharge",0,0,2005,$0.00,NA,Replacement of deep groundwater withdrawl/discharge with Bay water discharge for ammonia loading system.,1,1,27.900782,-82.417799
922,Stormwater Connection to Hookers Point Wastewater Treatment Plant,Hillsborough Bay,CSX Transportation,2005,NA,3200,NA,Stormwater Connection to Hookers Point Wastewater Treatment Plant,0,0,2005,$0.00,NA,The existing stormwater management system was replaced with a direct connection to the Hookers Point Wastewater Treatment pland for all contact stormwater discharges during 2005.,1,1,27.916449,-82.417664
925,Lake Tarpon Water Quality Area 6 Alum Treatment,Old Tampa Bay,Pinellas County,2012,NA,5055.6,NA,Lake Tarpon Water Quality Area 6 Alum Treatment,2006,0,2012,"$520,000.00",NULL,"An FDOT treatment pond will be retrofitted with an 
alum injection system to achieve a 90% reduction in 
TP, 40% reduction in TN, and 90% reduction in TSS.",1,1,28.012172,-82.609611
928,Braden River Park of Commerce,Lower Tampa Bay,Manatee County,2007,NA,508,NA,Braden River Park of Commerce,0,0,2007,$0.00,private,The developer of the Braden River Park of Commerce is proposing the preservation of a 200 acre upland/oligohaline parcel for mitigation for the removal of 7 acres of wetlands during development.,1,1,27.59344,-82.675961
935,Conservation Easement,Lower Tampa Bay,Manatee County,2009,NA,584,NA,Conservation Easement,0,0,2009,$0.00,NA,100 acre parcel of land within the Hendry Site Mitigation area that will be conserved as an oligohaline habitat.,1,0,27.59344,-82.675961
936,Stormwater Pond,Lower Tampa Bay,Manatee County,2005,27.8,110.6,3755,Stormwater Pond,0,0,2005,$0.00,NA,A wet detention stormwater pond has been constructed near the middle of Port property to receive drainage from the surrounding 125 acres.,1,0,27.59344,-82.675961
937,Moody Branch Land Acquisition,Middle Tampa Bay,Manatee County,2003,NA,2695,NA,Moody Branch Land Acquisition,0,0,2003,"$6,000,000.00",Ad valorum,980 acres of acquired land for preservation in northwest Manatee County,1,0,27.662673,-82.215645
938,Gulfstream Pipeline Mitigation,Middle Tampa Bay,Manatee County,2008,NA,166,NA,Gulfstream Pipeline Mitigation,2006,0,2008,$0.00,NULL,Gulfstream Gas Co. purchased the land as part of mitigation for gas pipeline construction activities.  The land will be handed over to the county for management by 2008.,1,1,27.63085538,-82.46453374
939,Neal Preserve,Lower Tampa Bay,Manatee County,2005,NA,409,NA,Neal Preserve,0,0,2005,"$9,000,000.00",ad valorum,114 acres of land purchased for preservation,1,1,27.492947,-82.685755
944,Manatee County Island Trolley Program,Lower Tampa Bay,Manatee County,2002,NA,NA,NA,Manatee County Island Trolley Program,0,0,2002,"$1,000,000.00",NA,"Survey performed in 2002 revealed that if the trolley service were not available, passengers would use cars.  Recommended calculating Nox reduction using Caltrans/Air Resource Board report submitted.",0,0,27.59344,-82.675961
947,Spoil Island Restoration,Lower Tampa Bay,Manatee County,2002,NA,NA,NA,Spoil Island Restoration,0,0,2002,$0.00,NA,Regrading mangrove restoration and invasive species removal from 60 acre spoil island.  Includes creation of roughly 20 acres of tidal creek and marsh habitat.,0,0,27.59344,-82.675961
948,Peanut Creek Restoration,Lower Tampa Bay,Manatee County,2002,NA,NA,NA,Peanut Creek Restoration,0,0,2002,"$926,000.00",NA,"Project consisted of the restoration of a 40,000 sq. ft. area (approx. 1 acre) located on the south side of the port.  Included excavation of a new tidal creek to Peanut lake enhancing the hydraulic connection of vast oligohaline area to Tampa Bay.",0,0,27.59344,-82.675961
949,Seagrass Mitigation,Lower Tampa Bay,Manatee County,2002,NA,NA,NA,Seagrass Mitigation,0,0,2002,$0.00,NA,"Construction and management of seagrass restoration, enhancement and protection projects all within a 400 acre area resulting in 17 acres of new seagrass coverage compared to 5.33 acres of impact associated with Port expansion.",0,0,27.59344,-82.675961
952,Grassy Point Project,Lower Tampa Bay,Manatee County,2002,NA,115.5,NA,Grassy Point Project,0,0,2002,"$347,000.00",Florida Trust Communities Grant,"City of Holmes Beach purchased 34 acres of undeveloped land through a Fl Trust Communities Grant for preservation.  The land is designed for 'passive recreation' meaning there will be no alterations to the natural communities, other than exotics removal.",1,1,27.491669,-82.705239
953,Seagrass Protection as mitigation,Lower Tampa Bay,Manatee County,2004,NA,NA,NA,Seagrass Protection as mitigation,0,0,2004,"$2,400.00",City of Holmes Beach,"As mitigation for removal of the seagrass, the City of Holmes Beach installed 6 signs along 300 feet of the approach canal",0,0,27.59344,-82.675961
959,Perico Harbor Clean Marina,Lower Tampa Bay,Manatee County,2001,NA,NA,NA,Perico Harbor Clean Marina,0,0,2001,$0.00,private,Perico Harbor designated the 20th clean marina (6th in district) on 8/20/2001,0,0,27.59344,-82.675961
967,Septic Tank Setback Ordinance,Lower Tampa Bay,Manatee County,2004,NA,NA,NA,Septic Tank Setback Ordinance,0,0,2004,$0.00,ad valorum,"County Commissioners adopted a 400 ft. septic tank leachfield setback requirement from surface water, or install performance-based systems.",0,0,27.59344,-82.675961
968,Seagrass Protection Ordinance 04-72,Lower Tampa Bay,Manatee County,2004,NA,NA,NA,Seagrass Protection Ordinance 04-72,0,0,2004,"$100,000.00",ad valroum,Companion ordinance to the Manatee Protection Ordinance for seagrass protection (ordinance 04-72). The ordinance promotes water safety ty affecting the marking of all channels in Manatee County.,0,0,27.59344,-82.675961
969,Irrigation Requirements for Developments,All Segments,Manatee County,1999,NA,NA,NA,Irrigation Requirements for Developments,0,0,1999,$0.00,ad valorum,In 2001 the Manatee County Comprehensive Plan was changed to implement a policy that would require all new development to use the lowest quality water available for irrigation.,0,0,27.79,-82.442
975,Best Practices for Landscape Bed Cultivation,Hillsborough Bay,City of Tampa,2004,NA,NA,NA,Best Practices for Landscape Bed Cultivation,0,0,2004,"$10,000.00",General Revenue,"This was a 2yr. Pilot program in the Central Business District and Bayshore Blvd. (2003-4) that utilized organic and other environmentally-friendly products for pest control, soil conditioning and fertilization of landscaped bed areas.",0,0,28.019236,-82.21548
982,Tampa Bay Repair Kit Printing and Distribution,All Segments,TBRPC,2005,NA,NA,NA,Tampa Bay Repair Kit Printing and Distribution,0,0,2005,"$16,418.00",FDOT also,"Printing and distribution of more than 25,000 copies of the Tampa Bay Repair Kit in 2000 and 2005 combined.",0,0,27.79,-82.442
983,This Old Pond Video,All Segments,TBRPC,2000,NA,NA,NA,This Old Pond Video,0,0,2000,$200.00,NA,2003 update - see desc file,0,0,27.79,-82.442
984,Litter Bag Campaign,All Segments,TBRPC,2001,NA,NA,NA,Litter Bag Campaign,0,0,2001,"$2,500.00",NA,litter bags produce and distributed; including signs promoting recycling.,0,0,27.79,-82.442
987,Discovery Garden,Hillsborough Bay,TBRPC,2004,NA,NA,NA,Discovery Garden,0,0,2004,"$17,000.00",NA,Provided for a teaching pond in the Discovery Garden at the Hillsborough County Extension Service.,0,0,28.019236,-82.21548
989,Stormwater Diversion Project,Old Tampa Bay,TBRPC,2005,NA,NA,NA,Stormwater Diversion Project,0,0,2005,"$5,000.00",FDOT,"A service-learning project involved students and faculty of the Dale Mabry Campus, as well as the Mayors Beautification Program.",0,0,28.012172,-82.609611
990,Hillsborough River Campaign,Hillsborough Bay,TBRPC,2004,NA,NA,NA,Hillsborough River Campaign,0,0,2004,"$5,834.00",FDOT,"Produced 30,000 copies of poster/brochure explaining the Hillsborough River, sources of pollution, and ways to restore and protect the river. Distributed through schools in the watershed and at public events.",0,0,28.019236,-82.21548
991,Hillsborough River Cleanup,Hillsborough Bay,TBRPC,2005,NA,NA,NA,Hillsborough River Cleanup,0,0,2005,$0.00,Mayor's Beautification and FDOT,"Provided funding for trash bags, bottled water and gloves for the event in December 2004. More than 900 volunteers collected 5 tons of debris from 30 sites along the shores of the Hills River and Hills Bay.",0,0,28.019236,-82.21548
992,Hillsborough River Greenways Task Force-HRGTF,Hillsborough Bay,TBRPC,2005,NA,NA,NA,Hillsborough River Greenways Task Force-HRGTF,0,0,2005,"$2,300.00",NA,Provided support to enable creation of website for Hillsborough River Greenways Task Force - www.hrgtf.org.,0,0,28.019236,-82.21548
993,City of Temple Terrace River Fest,Hillsborough Bay,TBRPC,2005,NA,NA,NA,City of Temple Terrace River Fest,0,0,2005,"$2,162.00",NA,"Provided funds to advertise the River Fest and cleanup event aimed at educating the community about the Hills River, its challenges and how people can help protect and restore it.",0,0,28.019236,-82.21548
996,IMC Agrico Company Termination of Ammonia in Flot Plants - Little Manatee River,Middle Tampa Bay,Mosaic,1995,NA,21e3,NA,IMC Agrico Company Termination of Ammonia in Flot Plants - Little Manatee River,0,0,1995,$0.00,company financed,Termination of use of ammonia in flot-plants resulting in drop in nitrogen concentrations.,1,1,27.662673,-82.215645
997,Bartow Phosphate Complex -  Enhanced Process Water Evaporation -  Nutrient Load Prevention -Project-2005,Hillsborough Bay,Mosaic,2005,NA,3520,0,"Bartow Phosphate Complex, Enhanced Process Water Evaporation, Nutrient Load Prevention -Project-2005",2005,0,2005,$0.00,NULL,NULL,1,1,27.866425,-81.928348
998,East Gate Drainage Improvements,Old Tampa Bay,SWFWMD,2005,NA,518,NA,East Gate Drainage Improvements,0,0,2005,$0.00,ad valorum,This project includes the enlargement of an existing wet pond to provide water quality treatment of the stormwater runoff from 77 acres of a 91-acre drainage basin.,1,0,28.012172,-82.609611
1000,Hillgrove and Stearns Stormwater Facilities -  Phase I-Alafia River,Hillsborough Bay,Hillsborough County,2011,535.9,1916.1,44502,"Hillgrove and Stearns Stormwater Facilities, Phase I-Alafia River",2006,0,2011,"$2,729,119.00",SWFWMD Cooperative funding grant & Hillsc. County stormwater utility,"a cascading wet detention system with other (BMPs) including: construction of a stormwater collection system starting at a connecting point on Stearns Road, diverting partial flows from Stearns Creek to the projectÃ¢â‚¬â„¢s treatment system.",1,1,27.89003,-82.239398
1002,I-4 from I-75 to McIntosh Road - Baker Creek Mitigation,Hillsborough Bay,FDOT,1999,NA,NA,NA,I-4 from I-75 to McIntosh Road - Baker Creek Mitigation,0,0,1999,$0.00,FHWA & FDOT,The Baker Creek mitigation is compensation for wetland impacts associated with the widening of I-4.  Approximately 35.5 acres of wetlands impacts resulted from this project.,0,0,28.019236,-82.21548
1003,Bartow Phosphate Complex -  Enhanced Process Water Evatoration -  Nutrient Load Prevention Project,Hillsborough Bay,Mosaic,2006,NA,3520,0,"Bartow Phosphate Complex, Enhanced Process Water Evatoration, Nutrient Load Prevention Project",0,0,2006,$0.00,NULL,Same as ID# 848; just different time period,1,1,27.866425,-81.928348
1011,Five-Year Stormwater Capital Improvement Program,Old Tampa Bay,City of Tampa,2010,NA,NA,NA,Five-Year Stormwater Capital Improvement Program,2006,0,2010,$0.00,NULL,List of City's stormwater capital improvement projects and cost for years 2006-2010.,1,1,27.86714745,-82.35780285
1012,Cabbage Patch Point,Old Tampa Bay,City of Largo,2007,NA,NA,NA,Cabbage Patch Point,2005,0,2007,$0.00,NULL,"Project area is southern end of Bayside Bridge. Includes restoration of seagrass beds, tidal swamp, mesic flatwoods, eradication of invasive plants and planting of native plants.",1,1,28.012172,-82.609611
1018,Hurley Tailwater Pond,Hillsborough Bay,Hillsborough County,2006,245.8,664.3,4568,Hurley Tailwater Pond,2006,0,2006,"$250,000.00",Stormwater Utility,"Project converted 3 agricultural ponds to accept tailwater from row crop land that was impacting highway. Ponds capture, treat and reuse the tailwater for irrigation. Overflow from treatment train leads to Bullfrog Creek.",1,1,27.768576,-82.267185
1019,Lake Meade Water Quality Improvement,Hillsborough Bay,Hillsborough County,2011,135.4,417.9,7908,Lake Meade Water Quality Improvement,2006,0,2011,"$200,000.00","Community Investment Tax, Legislative appropriation",Project to improve water quality and flood protection in a relic sinkhole and surrounding ponds.,1,1,27.947417,-82.29465
1021,Fairwood Forest Channel Improvements,Old Tampa Bay,City of Clearwater,2009,NA,NA,NA,Fairwood Forest Channel Improvements,2003,0,2009,$0.00,NULL,"This project included the installation of 
gabions within the ditch behind Fairwood Dr. 
and near Fairwood Ave. The total distance of 
this proejct was approx. 1750 linear feet.",1,1,27.972052,-82.723811
1022,Channel A at the Long Center,Old Tampa Bay,City of Clearwater,2006,NA,NA,NA,Channel A at the Long Center,0,0,2006,$0.00,NA,This project included the installation of gabions within the ditch near the Long Center off Belcher Road. The total distance of the project was approx. 945 linear feet.,0,0,28.012172,-82.609611
1023,Bayview Park,Old Tampa Bay,City of Clearwater,2008,NA,NA,NA,Bayview Park,2006,0,2008,$0.00,NULL,"Removal of a mobile home park, turning site 
into an educational passive park. Park 
includes restoration of native habitats 
including salt marsh at the edge of the bay. 
Mobile home park removed was approx. 8 
acres.",1,1,27.960191,-82.709688
1024,Arcturas Pond Outfall,Old Tampa Bay,City of Clearwater,2001,NA,NA,NA,Arcturas Pond Outfall,0,0,2001,$0.00,NA,Installation of gabions withing the ditch from Arcturas Pond to Gulf to Bay Blvd. The total distance of this project approx. 1150 linear feet.,0,0,28.012172,-82.609611
1031,Unpaved Alleys Sediment and Erosion Control,Old Tampa Bay,City of Largo,2010,NA,NA,NA,Unpaved Alleys Sediment and Erosion Control,2009,0,2010,"$700,000.00","LOST, grant",This project will examine alternatives to paving including pervious pavements and other treatments to stabilize the allies as well as sediment traps capture eroded sediment.,1,1,27.86714745,-82.35780285
1033,58th Street North Sewer Extension Project,Old Tampa Bay,City of Largo,2006,NA,NA,NA,58th Street North Sewer Extension Project,0,0,2006,$0.00,NA,Elimated 10 septic systems and provided for future sewer service to 2 underdeveloped parcels in the Long Branch Drainage basin.,0,0,28.012172,-82.609611
1036,Citywide Drainage Improvement Projects,Old Tampa Bay,City of Largo,2001,NA,NA,NA,Citywide Drainage Improvement Projects,0,0,2001,"$250,000.00",LOST,This project concentrated on various locations around the City to reconstruct failing stormwater collection systems.,0,0,28.012172,-82.609611
1051,Alcove Subdivision Creek Restoration,Old Tampa Bay,City of Largo,2013,NA,NA,NA,Alcove Subdivision Creek Restoration,2011,0,2013,"$900,000.00",LOST,"This project involves evaluation, design, and reconstruction of the creek channel that begins on the south side of Edna Street and ends at an outfall pipe that traverses under the West Bay Drive RV Park.",1,1,27.86714745,-82.35780285
1052,Long Branch Creek Drainage Basin Improvements,Old Tampa Bay,City of Largo,2009,NA,NA,NA,Long Branch Creek Drainage Basin Improvements,2009,0,2009,"$75,000.00",LOST,"The boundary of the Long Branch Drainage Basin is approximately Belcher Road on the west, 142nd Avenue on the south, 58th Street on the east, and Haines Bayshore Road on the north. DUPLICATE of Pinellas Co # 72??",1,1,28.012172,-82.609611
1053,"Outfall from SR 580 to Sweetwater Creek Canal ""C"" Suntree baffle box retrofit",Old Tampa Bay,FDOT,2005,1.6,34,596,"Outfall from SR 580 to Sweetwater Creek Canal ""C"" Suntree baffle box retrofit",0,0,2005,$0.00,State of Florida,On the south side of Cornwall Lane west of Town and Country Blvd there is an existing stormwater outfall from SR 580.,1,0,28.012172,-82.609611
1054,North Dale Mabry Highway Stormwater Retrofit & Wetland Restoration,Old Tampa Bay,FDOT,2012,NA,900,NA,North Dale Mabry Highway Stormwater Retrofit & Wetland Restoration,2005,0,2012,$0.00,SWIM and State of Florida,"The FDOT owned 11 acre site is located on block south of Waters Ave. on the west side of N. Dale Mabry and abuts Channel ""H"" of Sweetwater Creek. The objective of the project is to remove nuisance vegetation, restore wetland hydroperiods, and provide wate",1,1,28.012172,-82.609611
1063,City of Plant City -  Existing Reuse by Reclaimed Water Irrigation,Hillsborough Bay,City of Plant City,2007,161.2,1257.1,0,"City of Plant City, Existing Reuse by Reclaimed Water Irrigation",2007,0,2007,$0.00,NULL,"Following upgrade of the City's Wastewater Treatment Plant to meet FDEP Part III public access reuse standards in 1997, the City has continuously added new reclaimed water customers and constructed new distribution piplines.",1,1,28.019236,-82.21548
1064,City of Plant City -  Reclaimed Water Irrigation at City Parks,Hillsborough Bay,City of Plant City,2009,27.6,244.2,0,"City of Plant City, Reclaimed Water Irrigation at City Parks",2006,0,2009,$0.00,"wastewater revenue, wastewater development funds",In 2008 the city completed construction of a 3 mile long reclaimed water main which will provide reclaimed water service to existing and proposed customers on the east side of the City.,1,1,28.019236,-82.21548
